volcano_number	name	country	volcanic_region	volcano_type	tectonic_setting	evidence_category	elevation_m	last_eruption_year	longitude	latitude
358024	Apagado	Chile	Southern Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1210	-590	-72.58	-41.88
358025	Crater Basalt Volcanic Field	Argentina	Southern Andean Volcanic Arc	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	1344		-70.194	-42.018
358030	Huequi	Chile	Southern Andean Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1318	1920	-72.578	-42.377
358040	Michinmahuida	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2452	1835	-72.445	-42.799
358041	Chaiten	Chile	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1122	2011	-72.6514	-42.8349
358049	Yanteles	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1790	-6650	-72.782	-43.469
358050	Corcovado	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1826	-4920	-72.794	-43.189
358052	Melimoyu	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2400	200	-72.88	-44.08
358053	Puyuhuapi	Chile	Southern Andean Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	524		-72.53	-44.3
358054	Mentolat	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1603	1710	-73.0767	-44.6931
358055	Cay	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	2090		-72.984	-45.059
358056	Maca	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2960	1560	-73.17	-45.1
358057	Hudson, Cerro	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1905	2011	-72.97	-45.9
358060	Lautaro	Chile	Austral Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3542	1979	-73.504	-49.019
358062	Aguilera	Chile	Austral Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2546	-1253	-73.75	-50.33
358063	Reclus	Chile	Austral Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1403	1908	-73.5802	-50.9395
358064	Meullin	Chile	Southern Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1080		-73.05	-45.22
358070	Burney, Monte	Chile	Austral Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1758	1910	-73.4	-52.33
358080	Pali-Aike Volcanic Field	Chile-Argentina	Austral Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	282	-5550	-69.698	-52.082
358090	Fueguino	Chile	Austral Andean Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	157	1820	-70.262	-54.97
360010	Saba	Netherlands	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	887	1640	-63.23	17.63
360020	Quill, The	Netherlands	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	601	250	-62.96	17.478
360030	Liamuiga	Saint Kitts and Nevis	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	1156	160	-62.8	17.37
360040	Nevis Peak	Saint Kitts and Nevis	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	985		-62.58	17.15
360050	Soufriere Hills	United Kingdom	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	915	2013	-62.18	16.72
360060	Soufriere Guadeloupe	France	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1467	1977	-61.664	16.044
360080	Diables, Morne aux	Dominica	Lesser Antilles Volcanic Arc	Lava dome(s)	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	861		-61.43	15.612
360090	Diablotins, Morne	Dominica	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	1430		-61.397	15.503
360100	Trois Pitons, Morne	Dominica	Lesser Antilles Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	1387	920	-61.33	15.37
360101	Watt, Morne	Dominica	Lesser Antilles Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1224	1997	-61.305	15.307
360110	Plat Pays, Morne	Dominica	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	940	1270	-61.341	15.255
360120	Pelee	France	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1372	1932	-61.166	14.809
360140	Qualibou	Saint Lucia	Lesser Antilles Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	777	1766	-61.05	13.83
360150	Soufriere St. Vincent	Saint Vincent and the Grenadines	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1220	2021	-61.18	13.33
360160	Kick 'em Jenny	Grenada	Lesser Antilles Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-185	2017	-61.64	12.3
360170	St. Catherine	Grenada	Lesser Antilles Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	840		-61.67	12.15
370010	Snaefellsjokull	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	1446	200	-23.783	64.8
370020	Helgrindur	Iceland	Iceland Neovolcanic Rift Volcanic Province	Volcanic field	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	986		-23.283	64.866
370030	Ljosufjoll	Iceland	Iceland Neovolcanic Rift Volcanic Province	Volcanic field	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	1063	960	-22.483	64.9
371020	Reykjanes	Iceland	Iceland Neovolcanic Rift Volcanic Province	Crater rows	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	140	2025	-22.717	63.817
371022	Eldey	Iceland	Iceland Neovolcanic Rift Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	70	1926	-23.0	63.733
371030	Krysuvik-Trolladyngja	Iceland	Iceland Neovolcanic Rift Volcanic Province	Crater rows	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	360	1340	-22.067	63.917
371032	Fagradalsfjall	Iceland	Iceland Neovolcanic Rift Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	250	2023	-22.258	63.895
371040	Brennisteinsfjoll	Iceland	Iceland Neovolcanic Rift Volcanic Province	Crater rows	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	610	1341	-21.783	63.933
371050	Hengill	Iceland	Iceland Neovolcanic Rift Volcanic Province	Crater rows	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	803	150	-21.416	64.083
371051	Hromundartindur	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Evidence Uncertain	550		-21.333	64.083
371060	Grimsnes	Iceland	Iceland Neovolcanic Rift Volcanic Province	Volcanic field	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	200	-3500	-20.883	64.05
371070	Prestahnukur	Iceland	Iceland Neovolcanic Rift Volcanic Province	Fissure vent(s)	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	1385	-3350	-20.666	64.583
371080	Oddnyjarhnjukur-Langjokull	Iceland	Iceland Neovolcanic Rift Volcanic Province	Fissure vent(s)	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	1100	950	-19.7	64.85
371090	Hofsjokull	Iceland	Iceland Neovolcanic Rift Volcanic Province	Fissure vent(s)	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	1765		-18.766	64.833
372010	Vestmannaeyjar	Iceland	Iceland Neovolcanic Rift Volcanic Province	Fissure vent(s)	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	283	1973	-20.266	63.416
372020	Eyjafjallajokull	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1651	2010	-19.633	63.633
372030	Katla	Iceland	Iceland Neovolcanic Rift Volcanic Province	Fissure vent(s)	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1490	1918	-19.083	63.633
372040	Tindfjallajokull	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Evidence Uncertain	1464		-19.716	63.783
372050	Torfajokull	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1280	1477	-19.122	63.892
372070	Hekla	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1490	2000	-19.666	63.983
373010	Grimsvotn	Iceland	Iceland Neovolcanic Rift Volcanic Province	Caldera	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1719	2011	-17.316	64.416
373012	Thordarhyrna	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1650	1904	-17.617	64.267
373030	Bardarbunga	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	2000	2015	-17.516	64.633
373040	Tungnafellsjokull	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	1523		-17.916	64.75
373050	Kverkfjoll	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1930	1968	-16.647	64.653
373060	Askja	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1080	1961	-16.783	65.033
373070	Fremrinamar	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	970	-1200	-16.666	65.416
373080	Krafla	Iceland	Iceland Neovolcanic Rift Volcanic Province	Caldera	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	800	1984	-16.728	65.715
373082	Heidarspordar	Iceland	Iceland Neovolcanic Rift Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	490	-300	-16.817	65.583
373090	Theistareykir	Iceland	Iceland Neovolcanic Rift Volcanic Province	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	563	-900	-16.967	65.883
373100	Tjornes Fracture Zone	Iceland	Arctic Ridge Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	-75	1868	-17.118	66.309
374010	Oraefajokull	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	2010	1728	-16.65	64.0
374020	Esjufjoll	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Unrest / Holocene	1620		-16.583	64.25
374801	Snaefell	Iceland	Iceland Neovolcanic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Evidence Uncertain	1833		-15.56	64.798
375010	Kolbeinsey Ridge	Iceland	Arctic Ridge Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	5	1755	-18.5	66.67
376010	Jan Mayen	Norway	Arctic Ridge Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	2197	1985	-8.155	71.082
377020	East Gakkel Ridge at 85°E	Undersea Features	Arctic Ridge Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Evidence Credible	-3800	1999	85.25	85.608
381040	Pico Fracture Zone	Undersea Features	Azores-Terceira Rift Volcanic Province	Fissure vent	Intraplate / Oceanic crust (< 15 km)	Eruption Observed	-4200	1865	-38.08	38.75
382001	Flores	Portugal	Azores-Terceira Rift Volcanic Province	Stratovolcano(es)	Intraplate / Continental crust (> 25 km)	Eruption Dated	914	-950	-31.216	39.462
382010	Fayal	Portugal	Azores-Terceira Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1041	1958	-28.713	38.576
382020	Pico	Portugal	Azores-Terceira Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	2351	1720	-28.4	38.47
382030	Sao Jorge	Portugal	Azores-Terceira Rift Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1053	1902	-28.08	38.65
382040	Graciosa	Portugal	Azores-Terceira Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	402	-1950	-27.97	39.02
382050	Terceira	Portugal	Azores-Terceira Rift Volcanic Province	Stratovolcano(es)	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1023	2000	-27.32	38.73
382070	Don Joao de Castro Bank	Portugal	Azores-Terceira Rift Volcanic Province	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	-13	1720	-26.63	38.23
382080	Sete Cidades	Portugal	Azores-Terceira Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	842	1880	-25.785	37.865
382081	Picos Fissural Volcanic System	Portugal	Azores-Terceira Rift Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	350	1652	-25.67	37.78
382090	Agua de Pau	Portugal	Azores-Terceira Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	947	1564	-25.47	37.77
382100	Furnas	Portugal	Azores-Terceira Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	805	1630	-25.32	37.77
382110	Monaco Bank	Portugal	Azores-Terceira Rift Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	-197	1911	-25.88	37.6
382120	Madeira	Portugal	Madeira Hotspot Volcano Group	Shield	Intraplate / Oceanic crust (< 15 km)	Eruption Dated	1862	-4500	-16.97	32.73
383010	La Palma	Spain	Canary Volcanic Province	Stratovolcano(es)	Intraplate / Oceanic crust (< 15 km)	Eruption Observed	2426	2021	-17.83	28.57
383020	Hierro	Spain	Canary Volcanic Province	Shield	Intraplate / Oceanic crust (< 15 km)	Eruption Observed	1500	2012	-18.03	27.73
383030	Tenerife	Spain	Canary Volcanic Province	Stratovolcano	Intraplate / Oceanic crust (< 15 km)	Eruption Observed	3715	1909	-16.641	28.271
383040	Gran Canaria	Spain	Canary Volcanic Province	Fissure vent(s)	Intraplate / Intermediate crust (15-25 km)	Eruption Dated	1950	40	-15.58	28.0
383050	Fuerteventura	Spain	Canary Volcanic Province	Fissure vent(s)	Intraplate / Intermediate crust (15-25 km)	Evidence Credible	529		-14.02	28.358
383060	Lanzarote	Spain	Canary Volcanic Province	Fissure vent(s)	Intraplate / Intermediate crust (15-25 km)	Eruption Observed	670	1824	-13.63	29.03
384010	Fogo	Cabo Verde	Cape Verde Hotspot Volcano Group	Stratovolcano	Intraplate / Intermediate crust (15-25 km)	Eruption Observed	2829	2015	-24.35	14.95
384020	Brava	Cabo Verde	Cape Verde Hotspot Volcano Group	Stratovolcano	Intraplate / Intermediate crust (15-25 km)	Evidence Credible	956		-24.7041	14.8514
385030	Romanche Fracture Zone	Undersea Features	Central Mid-Atlantic Rift Volcanic Province	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Evidence Uncertain	-1528		-19.596	-0.433
385050	Ascension	United Kingdom	Central Mid-Atlantic Rift Volcanic Province	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	822	1508	-14.3667	-7.9458
385052	Walvis Ridge at 33°S	Undersea Features	Southern Atlantic Volcano Group	Cone	Intraplate / Oceanic crust (< 15 km)	Eruption Observed	-1200	2002	-5.22	-32.958
386010	Tristan da Cunha	United Kingdom	Southern Atlantic Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	2060	1962	-12.28	-37.092
386011	Nightingale Island	United Kingdom	Southern Atlantic Volcano Group	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	365	2004	-12.48	-37.42
386020	Bouvet	Norway	Southern Atlantic Volcano Group	Shield	Rift zone / Oceanic crust (< 15 km)	Eruption Dated	741	-50	3.351	-54.408
390010	Buckle Island	Antarctica	Balleny Hotspot Volcano Group	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	1239	1899	163.25	-66.78
390011	Young Island	Antarctica	Balleny Hotspot Volcano Group	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Evidence Uncertain	1340		162.47	-66.42
390012	Sturge Island	Antarctica	Balleny Hotspot Volcano Group	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Evidence Uncertain	1167		164.83	-67.4
390013	Pleiades, The	Antarctica	McMurdo Volcanic Province	Stratovolcano	Intraplate / Continental crust (> 25 km)	Eruption Dated	3040	-1050	165.5	-72.67
390015	Melbourne	Antarctica	McMurdo Volcanic Province	Stratovolcano	Intraplate / Continental crust (> 25 km)	Eruption Dated	2732	1892	164.7	-74.35
390016	McMurdo Province at 76.8°S	Antarctica	McMurdo Volcanic Province	Caldera	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	-500		163.0	-76.83
390017	Morning	Antarctica	McMurdo Volcanic Province	Shield	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	2723		163.53	-78.5
390020	Erebus	Antarctica	McMurdo Volcanic Province	Stratovolcano	Intraplate / Continental crust (> 25 km)	Eruption Observed	3794	2026	167.17	-77.53
390021	Royal Society Range	Antarctica	McMurdo Volcanic Province	Pyroclastic cone(s)	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	3000		163.33	-78.25
390022	Berlin	Antarctica	Western Antarctica Volcanic Province	Shield(s)	Intraplate / Continental crust (> 25 km)	Eruption Dated	3478	-8350	-136.0	-76.05
390023	Andrus	Antarctica	Western Antarctica Volcanic Province	Shield(s)	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	2978		-132.33	-75.8
390027	Takahe	Antarctica	Western Antarctica Volcanic Province	Shield	Intraplate / Continental crust (> 25 km)	Eruption Dated	3460	-5550	-112.08	-76.28
390028	Hudson Mountains	Antarctica	Western Antarctica Volcanic Province	Stratovolcano(es)	Intraplate / Continental crust (> 25 km)	Eruption Dated	749	-207	-99.42	-74.33
390030	Deception Island	Antarctica	South Shetlands Volcanic Arc	Caldera	Intraplate / Continental crust (> 25 km)	Eruption Observed	602	1970	-60.6367	-62.9567
390031	Penguin Island	Antarctica	South Shetlands Volcanic Arc	Stratovolcano	Intraplate / Continental crust (> 25 km)	Eruption Observed	180	1905	-57.93	-62.1
390040	Bridgeman Island	Antarctica	South Shetlands Volcanic Arc	Stratovolcano	Intraplate / Continental crust (> 25 km)	Evidence Uncertain	240		-56.713	-62.063
390041	Paulet	Antarctica	Antarctic Peninsula Volcanic Province	Pyroclastic cone	Intraplate / Continental crust (> 25 km)	Evidence Credible	353		-55.78	-63.579
